dim1,dim2,label
-5.6175303,-25.393238,0.0
45.26911,7.7541943,0.0
-36.63941,57.26977,0.0
-61.357788,12.676784,1.0
3.5114279,-42.769344,0.0
-26.555088,-24.25586,0.0
10.816133,41.653625,0.0
28.09931,-38.69954,0.0
-45.852432,27.645151,1.0
1.7750504,-49.745644,0.0
-58.499886,10.143674,0.0
-24.35726,38.094727,1.0
8.614246,44.116055,0.0
2.9376988,-26.369188,0.0
-13.2140465,-37.01675,1.0
-12.590253,3.2723634,0.0
-0.111106314,13.378593,0.0
37.8065,33.974197,0.0
50.608788,-8.380392,1.0
-12.6509075,-36.6157,1.0
37.49852,-41.958958,0.0
-49.782043,45.569195,0.0
35.87562,41.640213,1.0
-1.9612821,59.144466,0.0
-18.241274,31.245443,0.0
4.874703,30.5789,0.0
-32.207504,61.299896,0.0
-29.28141,29.01934,0.0
59.466976,-6.6172657,1.0
-9.022191,49.432453,1.0
-16.418026,56.191032,0.0
28.248564,-20.989756,0.0
43.167053,34.490593,0.0
6.637783,-1.2014959,0.0
62.014374,-16.622345,1.0
-62.941628,11.855355,1.0
-33.7292,60.480804,0.0
-27.895304,33.65077,1.0
-0.55906266,27.135773,1.0
-31.615414,26.24305,0.0
-12.336376,-44.084652,0.0
-13.230368,49.21644,1.0
-62.721287,20.145004,0.0
-10.811357,-19.079227,0.0
-18.888508,-2.8211582,0.0
-27.623545,-42.192673,0.0
-14.381408,-34.929558,0.0
-50.12956,16.721586,0.0
-55.988094,24.19468,0.0
26.406372,-42.40962,0.0
16.463268,8.572604,0.0
5.486393,-8.890741,0.0
-53.23661,27.70205,0.0
-18.639494,52.515587,0.0
9.551156,-6.6606054,0.0
57.97588,-13.931263,1.0
-38.992535,45.048077,0.0
10.932463,24.822752,0.0
2.3565326,-8.331541,0.0
-12.946908,8.532379,0.0
5.295189,40.653614,0.0
55.359467,13.859799,0.0
60.362488,15.874408,0.0
-14.633098,6.6456037,0.0
-37.94761,-36.55858,0.0
-7.8960404,-12.691477,0.0
29.875721,5.5896206,0.0
55.2434,-32.99421,0.0
-40.133106,48.36982,0.0
39.744656,-5.9568887,0.0
31.634296,-35.634636,0.0
3.7193475,-47.541492,0.0
38.95273,14.703333,0.0
16.094633,-17.315258,0.0
-49.77816,25.946404,1.0
29.496252,-25.157093,0.0
-31.989458,42.600777,0.0
-7.8702345,17.195038,0.0
41.141045,-41.23124,1.0
58.81479,18.88872,0.0
18.397322,-19.16408,0.0
-61.490322,25.905666,0.0
-59.749798,33.198956,0.0
26.770874,39.177094,0.0
-31.161747,31.763979,1.0
-14.898865,-35.99947,1.0
44.262394,-8.411477,0.0
6.666106,-20.584358,0.0
38.99433,-3.895526,0.0
9.654656,-51.49752,1.0
-8.486829,15.566064,0.0
-14.766153,6.5025883,0.0
0.7834343,1.0208347,0.0
2.3922591,54.783993,0.0
-35.14928,-34.949635,0.0
-43.137737,-23.784143,0.0
-16.789238,-45.84832,0.0
50.138924,11.60698,0.0
-48.74809,-7.0666227,0.0
-28.37936,30.495321,0.0
-20.63363,16.413548,0.0
58.134113,-19.635601,0.0
7.070249,-47.89796,0.0
7.5929995,20.073002,0.0
1.8981209,-22.588976,0.0
-29.216799,21.375118,0.0
18.816927,-37.51424,0.0
-19.354204,16.516356,1.0
-30.920284,-6.472425,0.0
17.954212,6.542244,0.0
13.512941,-37.872063,0.0
36.72712,-34.67283,0.0
-7.5485306,-12.836652,0.0
26.675316,-19.334642,0.0
-41.825085,23.802668,0.0
-19.56607,-16.686558,0.0
35.914494,4.518195,0.0
2.2773187,-26.426147,0.0
-58.99778,31.57379,0.0
-11.377106,-13.125026,0.0
18.377834,15.9031725,1.0
25.979988,-0.859036,0.0
16.70143,-28.11038,0.0
-21.004944,64.31907,0.0
25.721642,26.998178,0.0
8.420407,-62.891544,0.0
-3.0717363,-53.12859,0.0
-34.539753,33.90287,1.0
-15.87838,32.151394,0.0
10.563592,6.6804943,0.0
57.36599,7.3373594,0.0
-3.3787928,-60.462868,0.0
-8.787714,-7.9234734,0.0
-30.4832,-24.223932,0.0
-39.114017,28.842781,0.0
-1.4821824,-7.261048,0.0
-12.151657,-29.787506,1.0
-37.88901,15.074389,0.0
2.0919106,-45.358643,0.0
25.743443,4.399138,0.0
53.536945,13.050849,1.0
28.499434,-6.037859,0.0
6.4355316,-60.182205,0.0
-59.89787,12.51572,0.0
30.215714,-36.702007,0.0
-39.700157,44.588127,0.0
-19.671415,51.475204,0.0
-14.397552,-42.156273,1.0
-33.732037,3.8173413,0.0
-25.340055,2.1918628,0.0
-10.113344,-2.565027,0.0
20.186787,-18.685804,0.0
-2.6292613,-53.0641,0.0
-17.738615,-44.446873,0.0
-61.698097,26.731178,0.0
51.62941,-23.725136,0.0
-51.40504,45.679905,0.0
-2.2119515,-8.99775,0.0
-18.62263,27.937824,0.0
2.753081,4.40396,0.0
-6.6075077,-45.432995,0.0
25.430548,-57.43005,1.0
-28.347567,25.630468,0.0
-9.179816,37.017082,0.0
32.255943,42.971134,1.0
-17.243378,-30.196114,0.0
-62.94154,18.112232,1.0
42.76993,32.16051,0.0
-44.258026,12.853003,0.0
-27.22891,24.300535,0.0
5.8202143,-42.34785,0.0
14.836517,-45.81397,0.0
-21.82284,29.74108,0.0
37.275524,24.058752,0.0
-15.1042,-11.560827,0.0
57.469788,-17.004343,0.0
-32.044308,34.092968,1.0
27.395498,-38.601036,0.0
-0.69204694,52.918858,1.0
-59.218536,31.805748,0.0
56.78811,-14.040679,1.0
-33.52301,49.23921,0.0
14.769266,-45.573685,0.0
-19.584787,-2.0244498,0.0
25.774456,-21.527117,0.0
7.3219543,-5.1749787,0.0
-0.6019352,-60.668148,1.0
0.6510759,18.288383,0.0
-1.2306648,57.445045,0.0
28.330822,-0.84613204,0.0
-40.373512,-2.3740873,0.0
28.580015,-24.816301,0.0
31.243587,-24.469385,0.0
13.5752735,42.770443,0.0
-26.16697,-37.98171,0.0
12.20266,-47.24381,1.0
-30.64335,30.448202,0.0
-26.835875,-14.098301,1.0
-52.5975,40.080925,0.0
-1.4520556,-60.777576,1.0
-7.6892076,-59.23125,1.0
53.749664,-23.470425,0.0
12.110348,7.504086,0.0
6.5801167,7.5909715,0.0
-47.781094,-7.892989,0.0
-9.748391,-10.583363,0.0
33.079605,-44.765835,0.0
33.8944,7.3047547,0.0
36.285084,-2.8822646,0.0
7.7138696,37.283054,0.0
-38.2111,-46.66144,1.0
55.576977,-11.812568,0.0
-6.27226,-26.72038,0.0
11.845965,-44.421146,1.0
-22.72439,-33.61717,0.0
-2.834556,-9.539384,0.0
-22.698938,7.2824216,0.0
-3.0146675,6.516458,0.0
19.869589,-59.07934,0.0
13.334635,-64.258224,0.0
5.9153304,1.9828577,0.0
59.714302,-3.5257378,1.0
-24.636744,-21.143307,0.0
-29.502697,19.12423,0.0
1.1880134,25.131844,1.0
-4.0222397,-62.682003,1.0
-33.011814,-31.43521,0.0
-0.41433915,17.4485,0.0
17.944366,6.250738,0.0
-1.4521207,-54.69795,0.0
-42.821518,-0.97891784,0.0
37.710938,-4.205898,0.0
47.388214,-22.397274,1.0
54.100685,10.280795,1.0
-21.775478,22.12333,0.0
-12.0120125,-23.434546,0.0
29.594784,-24.963034,0.0
50.442543,-6.9531884,1.0
48.529167,-4.3083296,1.0
6.834737,-59.187023,1.0
-43.31845,-25.048048,1.0
-18.747606,27.397745,0.0
7.3988853,43.840027,0.0
36.525078,-42.234295,0.0
-49.5569,15.114431,0.0
-55.014824,41.634975,0.0
-5.73107,-45.76044,0.0
-55.027187,41.319355,0.0
-42.887836,28.252127,1.0
51.11711,15.664918,1.0
-13.008945,55.182808,0.0
0.5006405,-9.31038,0.0
-38.47436,44.705044,0.0
17.77487,5.383091,0.0
60.810116,-14.541609,1.0
-62.25688,12.538888,1.0
39.48355,-36.94298,1.0
-42.606598,26.84795,1.0
13.57642,-35.13778,0.0
-37.158577,60.34965,0.0
-26.263502,21.550018,0.0
11.8761635,7.3280764,0.0
12.086393,13.126249,0.0
61.442566,-14.008666,1.0
32.01979,3.7247164,0.0
-22.370617,-17.764372,0.0
-25.75781,-43.935883,0.0
14.411787,-4.077815,0.0
-37.29477,-11.052346,0.0
-31.653276,-35.604313,0.0
45.483116,-10.472744,1.0
29.237484,-6.7656603,0.0
-19.781164,47.461212,0.0
-27.999908,-30.924948,0.0
-13.1251545,-30.89573,0.0
-42.021687,28.489847,0.0
4.636442,11.558838,0.0
-47.902744,19.84105,0.0
35.010105,36.220837,0.0
-36.584843,35.540905,1.0
51.066704,15.551106,1.0
22.714241,30.7148,0.0
26.040464,-20.444082,0.0
0.6267298,-47.459156,0.0
48.768166,-1.7692733,0.0
-21.204561,15.012386,0.0
7.0172815,-46.59601,0.0
19.568008,-45.381145,1.0
33.40174,45.042168,0.0
-46.928356,19.2391,0.0
43.86886,-9.7699175,0.0
31.797512,4.6985135,0.0
-10.341162,-2.7262251,0.0
11.415713,2.2871346,0.0
44.822216,30.515253,0.0
-15.99162,-20.33395,0.0
28.786697,-7.776937,0.0
-35.704453,50.104477,0.0
-18.491623,59.091805,0.0
-30.214273,20.441502,0.0
0.99569964,12.622572,0.0
-21.277594,22.935843,0.0
1.2945437,-17.64129,0.0
31.867887,8.970782,0.0
-6.2710013,-44.134815,0.0
31.934786,-39.570133,0.0
-50.771385,43.826725,0.0
-24.36517,-10.693743,0.0
-22.845905,20.419752,0.0
-43.500355,16.190962,0.0
4.3443995,-18.384333,0.0
-55.957584,16.179863,0.0
-33.1993,-9.409267,0.0
-57.25504,14.509451,0.0
56.85358,-12.055209,0.0
-38.697544,-13.543324,0.0
-52.539753,43.050365,0.0
38.552113,14.00893,0.0
-4.0328927,47.889885,0.0
-1.344594,55.801548,0.0
16.068106,-1.1096655,0.0
-34.105373,32.032894,1.0
15.87894,-1.1917515,0.0
18.552048,6.1368995,0.0
49.979668,-7.132078,1.0
35.114258,19.588093,0.0
16.191244,-33.46529,1.0
15.68704,-27.591578,0.0
-18.978615,56.46829,0.0
-17.574501,10.587829,0.0
-22.242489,65.659386,0.0
-11.912407,-24.952036,0.0
2.608314,-51.624737,0.0
15.67234,-20.497221,0.0
-43.648945,16.09913,0.0
-37.294907,47.116665,0.0
38.706062,-4.8338075,0.0
12.071356,20.638296,0.0
-10.320298,-36.50985,0.0
13.935368,12.107036,0.0
0.7944851,48.843964,0.0
-43.58721,29.502499,1.0
-9.33068,-11.999682,0.0
31.220324,41.048687,0.0
-45.502445,15.268405,0.0
-44.05302,12.936726,0.0
7.123338,-26.766281,0.0
-61.573406,17.636,0.0
15.956619,-3.2708616,0.0
-6.777451,8.00041,0.0
38.073013,-7.4867654,0.0
18.39948,-2.625936,0.0
48.29808,34.28331,0.0
-7.1560593,27.949106,0.0
-51.758682,12.595087,0.0
-53.71274,34.962196,0.0
32.63891,38.709946,0.0
41.24474,-27.767973,0.0
-17.922749,31.293268,0.0
-35.03737,52.938297,0.0
40.79526,21.813465,0.0
22.314047,-49.877827,1.0
5.7828526,-61.354263,0.0
-14.317869,-41.615604,1.0
-33.240948,-10.050485,0.0
3.5176044,-9.480653,0.0
40.22595,-18.24329,1.0
-28.762245,-30.774584,0.0
8.669898,23.937014,0.0
17.572872,-52.914196,0.0
56.603794,-9.859198,0.0
40.889526,-41.82969,1.0
55.425697,14.019318,0.0
41.65302,-28.393494,1.0
-7.692,28.47504,0.0
-31.549904,31.645092,1.0
41.54696,37.73758,0.0
38.135727,23.146223,0.0
-7.895986,-22.056742,0.0
38.238636,-1.401465,0.0
38.645145,7.1231728,0.0
31.99753,8.685793,0.0
-18.709602,13.074765,1.0
33.737366,-45.82548,0.0
-34.57792,-11.893242,0.0
35.067467,19.31449,0.0
15.770836,-31.059101,0.0
-2.2021234,28.623384,0.0
38.68234,31.861216,0.0
-5.2742867,48.138535,1.0
-16.61667,-42.03259,0.0
-34.309532,53.840782,0.0
-57.35988,13.861672,0.0
-50.94199,33.13638,0.0
-11.679612,51.68906,0.0
50.564327,31.957952,0.0
42.847202,-31.258104,1.0
-2.8749108,-56.34593,1.0
59.285908,8.4187765,1.0
9.432896,-49.780983,1.0
26.771437,-0.03794824,0.0
38.185154,13.496963,0.0
1.9539356,-64.14825,1.0
58.240715,-11.089118,0.0
23.463478,5.950176,0.0
-55.326767,15.188473,0.0
-4.941212,47.543377,1.0
27.320185,-9.00028,0.0
-40.48452,-23.119658,1.0
27.314707,-24.464327,0.0
-12.27624,-21.478954,0.0
-1.5949142,-9.112229,0.0
57.371796,18.61248,0.0
19.271719,-11.547267,0.0
22.13017,33.20198,0.0
-27.889862,-29.41372,0.0
15.860589,28.759851,0.0
12.123607,-37.718765,0.0
-4.537511,46.900887,1.0
40.19695,-22.756975,0.0
47.7397,29.991974,0.0
-10.535625,-17.086706,0.0
-2.65394,-39.237278,0.0
51.079643,12.152223,1.0
-59.88777,31.499498,0.0
35.71755,-7.7340393,0.0
43.637123,-8.6184,0.0
2.454022,7.7248154,0.0
-29.214497,19.292128,0.0
27.757538,44.522194,1.0
17.020454,24.39929,0.0
15.874251,-24.198135,0.0
0.70567346,3.0435555,0.0
38.635044,-3.960998,0.0
-12.038846,49.899822,1.0
15.179394,-24.238335,0.0
-35.265766,30.393118,0.0
-56.769455,21.13312,0.0
-19.82929,46.992813,0.0
-30.66963,-42.33846,0.0
-29.90881,43.142036,0.0
42.03342,22.660316,1.0
-34.102272,30.953493,1.0
-36.19282,-11.7317915,0.0
-16.70013,-43.651505,0.0
-34.159565,-11.037617,0.0
-24.683224,1.063038,0.0
-38.355362,-36.339584,0.0
-24.047552,28.959656,0.0
-32.773098,62.464233,0.0
-14.170986,-32.702663,0.0
59.534576,-3.3162255,1.0
7.407502,15.397943,0.0
7.2033134,1.4454855,0.0
-29.187681,-19.234758,0.0
37.334583,-7.216846,0.0
33.726376,13.819995,1.0
12.794121,24.915596,0.0
-33.15117,30.229298,0.0
54.119503,-31.990208,1.0
27.435003,-21.296593,0.0
-36.786633,-36.87056,1.0
50.404644,-6.3338275,1.0
36.19713,41.52253,1.0
55.927742,18.3422,1.0
-37.95346,49.325993,0.0
20.997026,-4.3036566,0.0
4.0240684,-54.7524,1.0
22.122753,10.721317,0.0
18.647459,-53.63475,0.0
37.83107,-1.2549658,0.0
-28.125692,32.95397,1.0
3.6113033,-8.808913,0.0
-19.009806,-6.057099,0.0
-16.1972,55.78148,0.0
32.31527,44.873512,1.0
48.45317,5.5955377,0.0
-21.49397,0.53365624,0.0
-52.602943,45.60409,0.0
4.041506,26.510841,0.0
-26.772959,-13.477968,1.0
47.76249,27.823275,0.0
6.0349827,24.430721,0.0
-25.98121,0.6994284,0.0
-52.70275,43.967083,0.0
19.2245,-37.156242,0.0
15.366208,13.729715,0.0
-30.972843,30.361437,0.0
57.181793,-12.049528,0.0
19.122831,-27.775337,0.0
-59.744583,31.208607,0.0
25.987803,44.32082,1.0
-29.941162,-5.20585,1.0
28.621677,40.95914,0.0
10.323301,6.331793,0.0
-47.89529,-8.834259,0.0
14.271698,-1.9012133,0.0
7.6365438,15.3692665,0.0
-14.507743,-42.969658,0.0
3.1301396,19.35986,0.0
-36.91841,-11.293819,0.0
3.5667846,36.560604,0.0
-50.26956,41.673187,0.0
-3.3394532,15.941582,0.0
15.3126955,10.861847,0.0
-12.020268,-24.652887,0.0
21.876543,-51.059082,0.0
30.08735,40.49214,0.0
-19.207157,-14.737294,0.0
-43.92394,24.856947,0.0
23.601686,-15.292131,0.0
17.926422,-24.137888,0.0
-42.151203,-12.139576,0.0
-42.960415,-4.240294,0.0
-38.88585,61.265102,0.0
-39.361614,46.444008,0.0
-23.6924,21.924284,0.0
52.12256,12.879072,1.0
4.3884506,15.781323,0.0
-22.253809,30.082817,0.0
12.452828,-37.759785,0.0
7.9912033,9.0049515,0.0
-25.857555,-29.25265,0.0
-37.85628,-14.2994995,0.0
48.191303,30.82413,0.0
27.634274,-24.844141,0.0
-55.764004,13.071524,0.0
-14.684228,-36.28159,1.0
30.665192,-40.267593,0.0
-44.200367,13.262671,0.0
5.14993,25.261581,0.0
-41.104008,-14.880207,0.0
-54.857166,41.62784,0.0
2.8626208,55.6813,0.0
-18.55875,-3.8102968,0.0
