dim1,dim2,label
-7.490645,10.909127,0.0
-31.834398,10.797544,0.0
9.27268,-9.952743,0.0
-0.21067868,-55.565655,0.0
12.796737,-71.640785,1.0
-0.14244437,-69.60643,0.0
47.473457,4.6045265,0.0
57.70915,22.323206,0.0
8.432146,-41.53059,0.0
-61.292366,6.129403,1.0
60.000187,12.631062,0.0
-32.461117,22.05559,1.0
-47.14052,-16.928541,0.0
-27.418442,31.73628,0.0
-47.347885,-31.480455,0.0
41.929707,16.600689,0.0
-24.959126,-63.389694,0.0
-59.548378,-1.6902949,0.0
46.73199,5.685686,0.0
10.084185,-10.861881,0.0
34.024605,-19.94366,1.0
6.187457,-5.935271,0.0
23.615156,-52.78563,0.0
-0.21147916,-69.979774,0.0
-23.747417,52.770554,0.0
-1.5473903,-48.489433,0.0
34.831055,-14.021118,0.0
-6.3727074,-32.48057,1.0
5.162,-0.027044328,0.0
22.84557,-18.060873,0.0
-56.689705,-4.584438,0.0
-0.22126329,-61.46443,1.0
76.42006,13.510735,1.0
14.659857,64.33184,0.0
-39.00705,51.36406,0.0
5.9339514,28.166656,1.0
-0.9696547,-19.360542,1.0
9.389824,-13.469517,0.0
-59.317184,12.1986475,1.0
-20.461504,-8.481835,0.0
48.831974,31.60875,0.0
15.695005,-15.349832,0.0
-28.572027,-46.014675,0.0
-33.85862,14.624967,0.0
-0.81751585,-34.3344,0.0
-48.857372,-14.478152,0.0
51.76992,0.12516302,0.0
52.693703,8.37457,0.0
-5.7106037,-29.750544,1.0
23.336344,-16.279953,0.0
-1.3349967,17.24059,0.0
-49.844715,49.767338,1.0
67.20367,2.6581295,0.0
21.147484,-52.038902,0.0
-47.78109,-18.014448,0.0
-17.336447,37.745007,0.0
55.751377,7.457474,0.0
-50.342323,3.8185918,0.0
45.098812,19.807741,0.0
3.4311347,-68.94674,0.0
-0.9467198,-43.03889,0.0
-21.046112,5.7298226,0.0
-25.591213,-45.0684,0.0
10.649996,-67.65361,0.0
8.062901,30.180233,1.0
-16.51814,22.473728,0.0
7.489754,7.9137983,0.0
38.795113,31.958403,0.0
-54.123425,14.886693,0.0
-35.54204,26.33955,0.0
-27.902517,-15.656342,0.0
2.1704862,-65.99256,0.0
54.201336,12.753682,0.0
8.0385,60.30225,1.0
34.419857,27.110226,1.0
-30.179037,-7.7830443,1.0
-34.186882,-8.626765,1.0
-30.949852,-14.938545,0.0
-14.100646,-6.8234906,0.0
12.372907,19.29424,1.0
-12.522007,37.80896,0.0
43.5409,49.486267,1.0
-2.8345366,13.333082,0.0
-52.83041,49.650253,0.0
0.18874231,-49.057976,0.0
-62.3987,-17.649834,0.0
14.046447,60.35422,0.0
2.8034275,-49.28332,0.0
-52.246994,21.4524,0.0
-46.290806,-29.749985,0.0
-28.455223,44.945522,1.0
-34.186497,-46.220486,0.0
-1.5082299,-54.38797,0.0
-31.741112,-40.25909,0.0
-0.94786453,-40.49892,0.0
-4.1141777,34.36511,0.0
9.357554,-70.61602,0.0
11.318991,-43.828953,0.0
-17.672337,-6.2462044,0.0
17.189714,-37.55448,0.0
9.549806,-1.6292135,0.0
-62.183285,9.16315,1.0
74.15087,-2.328934,0.0
13.857709,60.141174,0.0
-6.703214,6.0409636,0.0
-16.31028,0.7214085,0.0
-17.521492,-62.646408,0.0
-62.722946,5.222364,0.0
-61.963055,-4.278905,0.0
-12.176587,1.0890744,0.0
10.988961,-41.114044,0.0
-26.817005,48.281704,1.0
8.734966,30.92334,1.0
-7.833987,6.67469,0.0
4.453704,-25.160208,1.0
-24.330069,-43.692314,0.0
-52.440506,11.282656,0.0
11.696218,-61.118702,0.0
37.823074,19.484701,0.0
-19.447468,35.821537,0.0
-67.49003,-11.922685,1.0
-62.89312,6.7772794,1.0
-21.22002,-62.988277,1.0
-26.323818,8.299165,0.0
-3.1705759,15.202673,0.0
-39.980034,50.32102,0.0
-20.009272,20.61092,0.0
20.565811,-24.104883,0.0
36.71472,26.427301,0.0
29.725214,-32.077126,0.0
-18.071941,10.514975,0.0
-6.582837,53.54395,0.0
-58.172928,-19.769249,0.0
63.507664,9.460497,0.0
49.25024,29.131714,0.0
-33.475677,-15.525394,0.0
-52.955086,18.747862,0.0
15.797625,23.851866,1.0
-36.509438,25.653526,0.0
-28.398813,-15.849192,0.0
-5.7730374,-45.704548,0.0
-15.72174,26.41953,1.0
-47.75206,-3.5947068,0.0
-29.413742,-5.7413917,1.0
-19.858566,7.3302317,0.0
37.0527,13.7543,0.0
10.247924,7.4874816,0.0
-50.165474,45.44381,0.0
16.397882,-36.282864,0.0
-12.659553,-40.64616,1.0
-6.0965266,53.44504,0.0
-61.106194,-4.961335,0.0
-5.316175,-23.360365,0.0
-58.100044,-9.140454,0.0
-29.429554,8.556922,0.0
8.8609,36.238018,0.0
16.692034,-57.065437,0.0
2.0170927,-10.704363,0.0
-23.905853,-3.1255257,1.0
-26.534607,-14.164975,0.0
47.499523,41.0123,1.0
-8.253922,-28.555532,0.0
67.322136,8.658069,0.0
-46.990356,51.464066,1.0
-67.256615,-9.791845,1.0
4.961081,57.25556,0.0
-61.854244,1.8986782,0.0
64.680145,8.837621,0.0
41.38157,9.545356,0.0
76.27109,10.628744,1.0
60.859406,21.410278,0.0
-33.647564,52.476757,0.0
46.646072,5.725644,0.0
11.718649,-62.68939,0.0
72.355705,14.015176,1.0
-35.393272,-55.283817,1.0
7.322549,9.67686,0.0
-52.479214,-22.138597,0.0
30.771053,-14.404749,0.0
58.910324,9.767419,0.0
10.895318,-12.695679,0.0
-1.3210157,35.99537,0.0
-21.827164,-13.342229,1.0
2.85653,7.0606785,0.0
3.973651,51.989082,0.0
1.2889395,-64.1126,0.0
-1.907701,25.909489,0.0
-32.16317,-45.146786,0.0
51.564777,0.46462923,0.0
73.59886,-6.982605,1.0
59.65489,26.906898,0.0
-1.331834,34.493546,0.0
11.988137,20.091959,1.0
37.745064,12.331406,0.0
76.63508,10.162289,1.0
-66.61255,-18.582787,0.0
-61.62278,-3.988272,0.0
-30.755741,-20.575443,0.0
58.60132,-1.781241,0.0
75.53398,10.454704,1.0
-19.119534,-54.465443,0.0
-35.53454,14.550789,0.0
68.28524,0.033370912,0.0
-14.627995,37.021183,0.0
75.98726,13.360857,1.0
-20.10365,35.795902,0.0
-3.7674773,14.460457,0.0
-35.13724,-58.146343,1.0
9.0048485,-64.280914,0.0
-33.68949,-46.905136,0.0
-63.817333,-14.3545685,1.0
13.247233,-42.804432,0.0
-31.754652,15.082162,0.0
-43.772434,-30.177418,0.0
-33.67162,-2.5211241,1.0
-21.504465,20.408981,0.0
-65.30591,-18.173641,0.0
-15.54669,23.878666,1.0
67.37006,-5.223827,0.0
11.465785,11.527642,0.0
-17.070372,22.151049,0.0
53.981144,24.218414,0.0
-8.710987,26.217411,0.0
10.123349,-61.52799,0.0
52.55242,8.34637,0.0
4.369013,-36.443623,0.0
-59.81739,-1.4157335,0.0
-10.070358,0.4397673,0.0
10.264597,-43.26759,0.0
57.411835,13.723242,0.0
-52.91126,50.101955,0.0
7.420007,57.23653,0.0
75.82785,13.264025,1.0
-15.231842,-26.681026,0.0
-6.61333,25.904682,0.0
20.972815,-19.932362,0.0
11.104882,-2.3348553,0.0
37.198376,27.008327,0.0
-47.71295,54.861637,0.0
-15.962607,-7.750959,0.0
45.051186,29.034782,0.0
-5.1771026,-12.599076,0.0
3.5720575,7.1108212,0.0
12.7238,-33.464672,1.0
60.176502,-3.185672,0.0
-25.660484,43.008976,0.0
-6.9060445,53.631615,1.0
-49.37662,45.86837,0.0
23.357452,-14.161351,0.0
12.038555,-4.453538,0.0
1.8353941,-38.234722,0.0
-22.727892,-47.212357,0.0
9.295315,-26.237713,0.0
-47.50985,-31.34945,0.0
5.9006443,53.58751,0.0
-1.307923,-48.47741,0.0
-17.972046,-16.74329,0.0
72.127045,-0.9213692,0.0
23.771524,-52.765278,0.0
-16.781292,-62.40762,0.0
-1.6853747,18.449068,0.0
-61.128624,-16.723543,0.0
-61.437687,-20.833006,0.0
-17.761011,37.690437,0.0
2.0103555,-70.74507,0.0
9.022983,-3.4364,0.0
-17.870638,34.343758,0.0
-15.65224,-13.992767,1.0
-3.4159641,52.325607,0.0
-19.036308,0.85291713,0.0
-14.195338,0.53982306,0.0
-29.010921,28.036636,0.0
65.804,23.53259,0.0
22.09596,6.6779637,0.0
-21.19143,8.991733,0.0
6.173611,-6.015959,0.0
47.452534,13.603037,0.0
-52.809036,16.624826,0.0
7.669626,9.651519,0.0
26.266087,-36.02237,0.0
0.9198996,-29.083996,0.0
-11.456719,38.287354,0.0
-33.307312,-1.635922,1.0
10.432352,-10.090698,0.0
44.315434,48.062798,0.0
53.06029,26.227228,0.0
-6.7720346,-6.9956656,0.0
45.931175,38.705803,1.0
-25.437178,-50.515293,1.0
-26.616863,48.758366,1.0
14.133094,23.891174,1.0
39.195854,28.944126,0.0
43.633324,16.175488,0.0
3.1069932,-49.302795,0.0
20.340832,-17.173885,0.0
-21.388205,20.651985,0.0
22.342499,6.8484282,0.0
-31.666653,49.64621,1.0
-25.980612,54.222057,0.0
-48.425392,-4.635605,0.0
52.816353,24.96099,0.0
42.988377,47.382355,1.0
31.797976,21.71606,0.0
-27.840908,30.056467,0.0
-32.630047,11.08659,0.0
-49.801964,56.100605,0.0
-49.151485,53.71306,0.0
16.394863,15.586686,1.0
11.156601,60.641907,0.0
-7.0928946,15.919052,0.0
60.284954,24.65936,0.0
-35.560596,-57.236958,1.0
71.28847,12.432328,1.0
-48.27435,53.202457,0.0
29.32815,-28.700638,0.0
0.07584312,31.920313,0.0
5.7522316,28.829956,1.0
42.719337,39.0853,1.0
-61.530453,-17.366442,0.0
32.159718,50.023067,0.0
-1.7387238,18.666853,0.0
-5.1011553,19.795528,0.0
49.0684,15.48218,0.0
45.488537,9.042379,0.0
-52.92409,41.647854,0.0
-25.773945,-50.149017,0.0
23.426767,41.994392,0.0
38.881588,10.413671,0.0
5.783298,-49.987602,1.0
56.181705,-3.4843206,0.0
-29.560392,-16.349724,0.0
-21.15181,-9.192143,0.0
5.188092,-52.273514,0.0
-33.280045,-1.6736785,1.0
54.146137,24.274282,0.0
7.936605,-67.52207,0.0
-18.3006,-29.83185,0.0
24.26888,-39.987896,0.0
-14.946898,0.27381185,0.0
40.47708,12.050846,0.0
-63.39362,-13.787078,1.0
-3.1759186,-63.331387,0.0
73.577866,-6.684051,1.0
44.055805,51.969658,0.0
-7.033052,12.390662,0.0
18.47511,-56.3847,0.0
52.93019,4.3660603,0.0
-50.98614,-11.202828,0.0
-18.594421,25.195505,0.0
-16.379025,-14.615461,1.0
3.9369721,-9.984887,0.0
14.882575,-15.313718,0.0
-52.178787,22.639662,0.0
17.599613,61.685993,0.0
-14.604142,-29.24913,1.0
-30.840189,-14.352446,0.0
43.86422,51.971302,1.0
-12.32461,-26.68857,0.0
-30.797924,-58.255077,0.0
52.978897,0.64070743,0.0
3.5355616,-5.467004,0.0
26.67808,-17.242205,0.0
37.307613,13.080289,0.0
-1.4887882,34.30732,0.0
-28.932777,9.047788,0.0
-14.665055,-14.081485,1.0
-3.9301076,-22.754337,0.0
27.989508,-33.318733,0.0
-3.4629462,-37.869076,0.0
-26.515594,49.91629,1.0
8.351713,34.312824,0.0
23.722746,42.32176,0.0
2.6387475,38.08676,0.0
37.867958,19.2185,0.0
6.8473554,59.44349,1.0
-60.503387,8.544252,1.0
-8.963546,-39.899902,0.0
18.524887,-55.32283,0.0
-29.225004,45.289753,1.0
11.818926,25.16138,1.0
-27.526363,-53.960716,0.0
39.66082,-8.667282,0.0
-0.57989013,10.046217,0.0
44.725033,28.923216,0.0
14.476652,-61.153385,0.0
-29.945522,-2.6978972,1.0
12.861363,60.83634,0.0
-24.853333,-59.388374,0.0
-0.9352504,51.62634,0.0
21.982927,54.700268,0.0
28.304173,-5.765519,0.0
10.383683,36.42845,0.0
-18.888952,-7.2293124,0.0
44.486225,29.139153,0.0
-49.47942,46.45756,0.0
-30.67542,-1.8471713,1.0
-48.777065,0.8031946,0.0
67.18508,-5.351247,0.0
67.77298,-4.8221974,1.0
-36.688892,13.94225,0.0
23.539082,45.47411,1.0
4.598965,57.11008,0.0
-0.1920871,12.400475,0.0
52.53141,11.778954,0.0
-48.905113,45.471992,1.0
-54.24598,16.287006,0.0
19.960741,-20.1796,0.0
6.412043,-9.828556,0.0
2.106808,51.709953,0.0
-44.789917,-18.042383,0.0
72.708855,14.862035,1.0
-6.3278418,-14.789974,1.0
-2.8140695,14.206411,0.0
-61.405807,-25.429583,0.0
4.191811,-71.03119,0.0
37.545357,44.477516,0.0
18.269897,-11.995438,0.0
-48.01592,-3.924833,0.0
-58.88546,-11.8970175,1.0
41.804096,26.80621,0.0
7.8849273,-40.94184,0.0
-1.9760181,36.36086,0.0
21.380783,-15.313315,0.0
3.1013305,-67.928665,0.0
18.262817,-60.68589,0.0
-31.57702,51.114357,1.0
-28.753067,52.76305,1.0
-46.136837,50.667114,1.0
-21.990618,8.196485,0.0
-32.13534,46.055992,1.0
-3.2683651,3.0570605,0.0
5.948206,4.90405,0.0
-51.599716,52.542027,0.0
46.402573,9.783035,0.0
44.777073,42.350414,1.0
-3.4243991,11.003606,0.0
-6.3740263,-14.590849,0.0
4.5709586,-71.969246,0.0
-53.265926,24.318344,0.0
-50.920918,-18.346066,0.0
-16.322645,-26.261742,0.0
36.9748,15.370956,0.0
4.0338216,36.45198,0.0
-20.930176,-51.03642,1.0
17.90636,-64.940414,0.0
59.790043,29.051617,0.0
8.035277,-58.794163,0.0
77.51938,13.898249,1.0
-18.198446,-19.928228,1.0
-23.497202,48.737007,0.0
-4.339017,30.866938,0.0
-10.970419,-20.55835,0.0
-29.3499,-60.40768,0.0
-23.60048,8.774155,0.0
-32.93367,-58.43791,0.0
-33.134724,52.61206,0.0
52.210884,14.386968,0.0
-10.692722,-53.965733,0.0
-54.775387,44.21625,0.0
-11.210216,53.860245,0.0
14.387586,-61.251804,0.0
-18.278769,-61.891563,0.0
1.9490722,-30.715307,0.0
-30.22174,-13.83414,0.0
-17.671791,-54.085163,0.0
20.669233,-19.896044,0.0
7.92147,36.42526,0.0
74.58349,-2.9852424,0.0
-33.91325,-38.205547,1.0
33.85337,49.330593,0.0
-62.162605,-10.93516,1.0
6.242623,4.552411,0.0
-40.154423,51.51502,0.0
40.48868,8.174149,0.0
-45.69398,-19.24296,0.0
37.453697,12.840961,0.0
-50.311348,-10.20205,0.0
-33.47716,-58.229233,0.0
-12.000537,-5.4625587,0.0
-27.710405,29.389395,0.0
-16.942066,-54.743156,0.0
9.991539,-13.9432,0.0
53.450397,26.3111,0.0
35.356876,50.529408,0.0
38.80266,28.093206,0.0
26.50879,-7.006107,0.0
21.424484,54.783085,0.0
60.68777,21.752386,0.0
-23.254091,-51.73037,1.0
-2.4167082,22.65264,0.0
-50.89031,4.984401,0.0
55.874947,-3.5200987,0.0
-44.70584,53.215263,1.0
21.125395,-13.70436,0.0
-9.528044,-51.110817,0.0
12.448006,4.495501,0.0
-30.783047,27.007032,0.0
-30.717337,58.67115,0.0
11.870955,-72.13168,1.0
28.479239,-34.797543,0.0
19.56921,8.670543,0.0
-3.242131,-58.29727,0.0
-35.236862,-8.663331,1.0
-32.969646,45.500526,1.0
-33.58771,12.100486,0.0
-34.295612,-55.84781,0.0
-52.64025,47.853878,0.0
4.772033,-25.11049,1.0
53.15235,14.36555,0.0
21.07685,0.5506529,0.0
-11.572341,-38.055275,1.0
21.883907,-20.154325,0.0
2.2886913,-3.471556,0.0
-26.759487,-1.0592486,1.0
59.72943,-5.039933,0.0
-24.754065,34.052242,0.0
-49.76015,-7.519543,0.0
-2.6534526,-50.5662,0.0
-29.142776,-6.05084,1.0
-6.992737,13.195006,0.0
-27.358337,29.134977,0.0
8.809244,-64.989975,0.0
42.225227,6.70773,0.0
-17.805397,-52.69743,0.0
12.643443,-53.466534,1.0
73.06791,11.229177,1.0
25.39197,-43.859924,0.0
-21.020412,8.556702,0.0
65.61202,19.90664,0.0
-32.189163,26.532314,0.0
20.2391,-15.38306,0.0
-12.528826,54.089333,0.0
-5.5323067,11.3164425,0.0
64.31528,9.930726,0.0
4.4397087,58.055923,0.0
3.7220292,36.439865,0.0
-34.048088,-8.636686,1.0
-33.689507,16.936031,0.0
23.671957,7.573209,0.0
-4.0314803,-32.038902,0.0
51.585667,8.949547,0.0
-28.80535,52.811237,1.0
-59.268772,-10.724093,0.0
8.78671,-26.679823,1.0
-62.134914,-20.012917,0.0
-28.32594,52.377186,1.0
-8.415569,16.992275,0.0
-20.34804,-17.89891,1.0
-4.0161,24.01879,0.0
13.386941,3.314019,0.0
18.771105,-40.456905,0.0
53.08045,24.030172,0.0
14.386017,-61.397247,0.0
26.780956,-35.726612,0.0
-52.084785,10.334623,0.0
-27.95878,7.9395795,0.0
60.769093,-4.3465457,0.0
60.750267,20.656,0.0
-22.253391,-48.44506,0.0
64.22937,24.750814,0.0
-66.823685,-12.568453,1.0
-20.33105,-64.74667,0.0
-3.9794931,10.584178,0.0
0.28640082,20.872997,0.0
46.558006,31.57371,1.0
-25.405313,-2.813981,0.0
36.95176,31.83757,0.0
-50.25557,-27.616985,0.0
34.4147,49.468372,0.0
62.007927,8.442671,0.0
-63.64297,-12.516083,1.0
25.310205,-5.420601,0.0
-35.82493,-8.376343,1.0
62.163994,24.527271,0.0
-2.8676765,53.35979,0.0
-31.768654,-59.38115,0.0
-52.588055,11.490509,0.0
0.36704352,-70.901276,0.0
51.398052,8.064254,0.0
-18.21081,-27.604492,0.0
-60.660587,6.3929534,1.0
12.372066,-5.8273287,0.0
70.85729,-4.6806293,1.0
-61.17214,6.204123,1.0
67.48254,-4.9275885,1.0
-0.835974,-48.999664,0.0
40.226643,48.254642,1.0
28.234203,-6.7909737,0.0
-20.72159,-52.938908,1.0
8.655451,-3.5069122,0.0
-29.359896,-44.757668,0.0
12.791132,20.379398,1.0
-5.1698475,-55.88041,1.0
31.736576,40.987415,0.0
-62.69724,-25.92624,0.0
-5.336095,25.813797,0.0
18.061106,-28.804047,1.0
-18.783272,-11.288775,0.0
0.84493214,-35.788395,0.0
67.38604,2.223405,0.0
-0.35651478,-34.350018,0.0
8.904801,25.10113,1.0
-55.847073,-19.099058,0.0
4.967509,-71.9698,1.0
-65.654205,-8.384362,1.0
-3.7555146,11.443491,0.0
-55.86279,-12.701545,0.0
8.43964,-23.453045,0.0
36.568344,17.484688,0.0
-10.182559,-51.39544,0.0
-50.086834,-6.5377126,0.0
25.155773,-5.383149,1.0
-14.971984,23.181545,1.0
-21.133812,-9.257423,0.0
-5.3818083,5.483571,0.0
-18.081179,8.373689,0.0
-19.994621,8.604105,0.0
62.301556,-3.7603989,0.0
33.10502,43.81716,0.0
-56.206024,4.5883503,1.0
27.4091,-49.34563,0.0
43.689346,13.01142,0.0
-15.286794,0.45340592,0.0
13.974023,58.086613,0.0
-22.503426,50.070496,0.0
30.539272,-4.60979,0.0
-16.105076,0.65680176,0.0
-11.203579,-21.533024,0.0
27.975584,16.927515,0.0
46.61047,14.182777,0.0
28.714546,41.60225,1.0
-30.446486,-58.72315,0.0
-2.4426396,-42.366337,0.0
9.261893,-5.4291506,0.0
-3.418187,52.31455,0.0
10.056592,-60.969116,1.0
9.178355,4.8028183,0.0
-33.95998,-5.6496763,1.0
-52.236507,7.971435,0.0
-25.169592,-50.81421,1.0
36.17356,43.00182,0.0
3.565276,-5.8927417,0.0
72.47963,14.227809,1.0
57.314888,-2.053259,0.0
34.601032,20.741978,0.0
-67.12514,-16.699963,0.0
-21.74596,12.514052,0.0
-34.351612,-5.989311,1.0
-62.960274,5.2249093,1.0
-0.8007131,-68.74337,0.0
-33.6932,11.15335,0.0
-3.6430395,34.822212,0.0
36.746613,44.523052,0.0
-39.07688,51.59263,0.0
-11.977268,-51.97835,0.0
-1.856354,-49.02794,0.0
26.68087,50.008408,1.0
-61.214603,-22.049828,0.0
-65.63999,-16.76858,0.0
23.345886,2.2415664,0.0
-11.719334,29.823963,1.0
17.486097,-58.000572,1.0
30.434036,-10.910451,0.0
13.889779,-13.964282,0.0
45.780514,48.680733,0.0
45.86328,38.668663,1.0
3.8415918,51.91639,0.0
41.129715,21.211449,0.0
-47.44449,49.339806,1.0
-33.284595,52.998146,0.0
-61.826004,-0.016245237,0.0
27.4548,-38.05224,0.0
44.457993,35.389557,1.0
-22.957087,5.666287,0.0
-66.879875,-16.320929,0.0
45.975918,24.943745,0.0
0.99582464,-54.876408,0.0
-4.877902,17.43431,0.0
34.95039,40.65521,0.0
56.292774,7.6670613,0.0
23.094707,9.017656,0.0
-0.68460065,-31.242805,0.0
-31.019848,-8.508859,1.0
56.810707,9.479877,0.0
-16.194242,15.551298,0.0
51.19448,8.028117,0.0
11.733559,65.1769,0.0
39.105434,17.58823,0.0
67.64322,8.208205,0.0
11.327812,-4.6379395,0.0
37.479183,27.702034,0.0
-62.30544,-4.595545,0.0
33.373405,36.78688,0.0
41.714962,46.2306,0.0
2.7336025,-54.184845,0.0
-13.106162,-3.6594996,0.0
-52.573395,13.329736,0.0
-22.971062,10.915122,0.0
39.167015,17.506275,0.0
-49.64177,51.347248,1.0
-33.110283,-58.364773,0.0
23.841362,-1.5760484,0.0
22.630299,8.831274,0.0
-13.992264,38.297585,0.0
-64.587135,-15.179466,0.0
2.0877614,-65.41407,0.0
11.9125,-2.0249646,0.0
-32.006695,-8.763118,1.0
-54.07288,-18.177244,0.0
-57.385414,-8.370418,0.0
0.8705199,31.724392,0.0
73.76611,-6.005533,0.0
35.746365,27.56402,0.0
-0.39352164,-38.865044,0.0
23.315884,9.120095,0.0
9.77871,35.864826,0.0
73.06036,11.367329,1.0
-29.841505,-7.7349205,1.0
43.394394,15.214434,0.0
37.893105,16.69678,0.0
44.585754,25.163952,0.0
28.914228,37.653893,0.0
-0.5998253,-37.48363,0.0
-3.2742715,28.533104,0.0
